OrderID,OrderDate,CustomerID,City,Product,Quantity,UnitPrice,TotalAmount
1379,2026-10-10,3060,Hyderabad,Laptop Pro,4,50000,200000
1380,2026-10-11,2191,Delhi,Smartwatch Q,3,8000,24000
1381,2026-10-12,4713,Chennai,Mouse M,3,1000,3000
1382,2026-10-13,2619,Chennai,Monitor Ultra,3,20000,60000
1383,2026-10-14,1320,Bangalore,Keyboard K,4,1500,6000
1384,2026-10-15,2342,Kolkata,Headphones Z,4,3000,12000
1385,2026-10-16,2636,Bangalore,Office Chair,3,7500,22500
1386,2026-10-17,3376,Mumbai,Office Chair,2,7500,15000
1387,2026-10-18,3832,Chennai,Keyboard K,1,1500,1500
1388,2026-10-19,3824,Bangalore,Smartwatch Q,4,8000,32000
1389,2026-10-20,2994,Delhi,Headphones Z,2,3000,6000
1390,2026-10-21,3958,Kolkata,Mouse M,4,1000,4000
1391,2026-10-22,2943,Kolkata,Printer Max,3,12000,36000
1392,2026-10-23,4621,Hyderabad,Smartwatch Q,2,8000,16000
1393,2026-10-24,3038,Delhi,Monitor Ultra,5,20000,100000
1394,2026-10-25,4490,Hyderabad,Laptop Pro,1,50000,50000
1395,2026-10-26,4677,Bangalore,Smartphone X,1,25000,25000
1396,2026-10-27,2118,Pune,Smartwatch Q,4,8000,32000
1397,2026-10-28,4888,Mumbai,Smartphone X,1,25000,25000
1398,2026-10-29,2604,Delhi,Smartwatch Q,5,8000,40000
1399,2026-10-30,3365,Delhi,Keyboard K,2,1500,3000
1400,2026-10-31,1235,Delhi,Smartphone X,2,25000,50000
1401,2026-11-01,2969,Hyderabad,Smartwatch Q,3,8000,24000
1402,2026-11-02,1333,Bangalore,Office Chair,2,7500,15000
1403,2026-11-03,2908,Delhi,Smartphone X,4,25000,100000
1404,2026-11-04,1375,Pune,Smartwatch Q,5,8000,40000
1405,2026-11-05,4530,Delhi,Printer Max,3,12000,36000
1406,2026-11-06,2160,Kolkata,Laptop Pro,4,50000,200000
1407,2026-11-07,3635,Mumbai,Printer Max,4,12000,48000
1408,2026-11-08,2570,Kolkata,Headphones Z,4,3000,12000
1409,2026-11-09,3560,Kolkata,Smartwatch Q,1,8000,8000
1410,2026-11-10,2319,Mumbai,Tablet Plus,4,15000,60000
1411,2026-11-11,4391,Pune,Monitor Ultra,1,20000,20000
1412,2026-11-12,3965,Bangalore,Printer Max,2,12000,24000
1413,2026-11-13,4643,Kolkata,Smartphone X,1,25000,25000
1414,2026-11-14,2855,Bangalore,Keyboard K,4,1500,6000
1415,2026-11-15,2372,Kolkata,Monitor Ultra,5,20000,100000
1416,2026-11-16,4911,Chennai,Tablet Plus,5,15000,75000
1417,2026-11-17,4850,Mumbai,Mouse M,2,1000,2000
1418,2026-11-18,1872,Kolkata,Smartwatch Q,4,8000,32000
1419,2026-11-19,2252,Chennai,Keyboard K,1,1500,1500
1420,2026-11-20,3317,Hyderabad,Smartwatch Q,5,8000,40000
1421,2026-11-21,2851,Chennai,Headphones Z,3,3000,9000
1422,2026-11-22,3845,Delhi,Tablet Plus,4,15000,60000
1423,2026-11-23,2314,Kolkata,Smartwatch Q,4,8000,32000
1424,2026-11-24,1724,Chennai,Smartphone X,3,25000,75000
1425,2026-11-25,4236,Bangalore,Headphones Z,5,3000,15000
1426,2026-11-26,3052,Hyderabad,Office Chair,3,7500,22500
1427,2026-11-27,3898,Pune,Mouse M,2,1000,2000
1428,2026-11-28,4450,Kolkata,Tablet Plus,1,15000,15000
1429,2026-11-29,1077,Delhi,Laptop Pro,1,50000,50000
1430,2026-11-30,4481,Pune,Keyboard K,5,1500,7500
1431,2026-12-01,3621,Chennai,Printer Max,3,12000,36000
1432,2026-12-02,1131,Pune,Smartwatch Q,4,8000,32000
1433,2026-12-03,1600,Pune,Keyboard K,4,1500,6000
1434,2026-12-04,2772,Hyderabad,Keyboard K,4,1500,6000
1435,2026-12-05,2065,Pune,Laptop Pro,2,50000,100000
1436,2026-12-06,3136,Pune,Laptop Pro,2,50000,100000
1437,2026-12-07,3449,Kolkata,Headphones Z,4,3000,12000
1438,2026-12-08,3343,Hyderabad,Tablet Plus,5,15000,75000
1439,2026-12-09,2863,Delhi,Smartphone X,2,25000,50000
1440,2026-12-10,2318,Chennai,Mouse M,2,1000,2000
1441,2026-12-11,1615,Hyderabad,Laptop Pro,1,50000,50000
1442,2026-12-12,4597,Hyderabad,Laptop Pro,1,50000,50000
1443,2026-12-13,3847,Mumbai,Printer Max,5,12000,60000
1444,2026-12-14,4762,Hyderabad,Office Chair,2,7500,15000
1445,2026-12-15,4708,Mumbai,Laptop Pro,2,50000,100000
1446,2026-12-16,3469,Chennai,Office Chair,3,7500,22500
1447,2026-12-17,2888,Pune,Headphones Z,5,3000,15000
1448,2026-12-18,2046,Kolkata,Smartphone X,5,25000,125000
1449,2026-12-19,1574,Kolkata,Keyboard K,3,1500,4500
1450,2026-12-20,3190,Chennai,Laptop Pro,3,50000,150000
1451,2026-12-21,1992,Chennai,Smartwatch Q,1,8000,8000
1452,2026-12-22,3712,Bangalore,Office Chair,5,7500,37500
1453,2026-12-23,3192,Pune,Printer Max,5,12000,60000
1454,2026-12-24,2248,Chennai,Mouse M,3,1000,3000
1455,2026-12-25,4054,Hyderabad,Printer Max,4,12000,48000
1456,2026-12-26,1502,Kolkata,Laptop Pro,4,50000,200000
1457,2026-12-27,2997,Delhi,Tablet Plus,1,15000,15000
1458,2026-12-28,1820,Kolkata,Keyboard K,4,1500,6000
1459,2026-12-29,4687,Mumbai,Smartphone X,4,25000,100000
1460,2026-12-30,3151,Kolkata,Smartwatch Q,4,8000,32000
1461,2026-12-31,4110,Bangalore,Tablet Plus,2,15000,30000
1462,2027-01-01,2970,Pune,Printer Max,1,12000,12000
1463,2027-01-02,1197,Chennai,Office Chair,3,7500,22500
1464,2027-01-03,2669,Pune,Office Chair,4,7500,30000
1465,2027-01-04,3626,Chennai,Tablet Plus,2,15000,30000
1466,2027-01-05,3438,Kolkata,Office Chair,4,7500,30000
1467,2027-01-06,2202,Delhi,Printer Max,2,12000,24000
1468,2027-01-07,3601,Delhi,Tablet Plus,1,15000,15000
1469,2027-01-08,2471,Bangalore,Printer Max,4,12000,48000
1470,2027-01-09,4571,Mumbai,Smartwatch Q,2,8000,16000
1471,2027-01-10,4086,Kolkata,Keyboard K,5,1500,7500
1472,2027-01-11,2646,Chennai,Mouse M,5,1000,5000
1473,2027-01-12,2692,Kolkata,Smartwatch Q,2,8000,16000
1474,2027-01-13,2312,Bangalore,Smartwatch Q,4,8000,32000
1475,2027-01-14,3035,Hyderabad,Office Chair,4,7500,30000
1476,2027-01-15,1477,Hyderabad,Laptop Pro,1,50000,50000
1477,2027-01-16,2254,Bangalore,Monitor Ultra,1,20000,20000
1478,2027-01-17,1922,Chennai,Office Chair,3,7500,22500
1479,2027-01-18,1419,Pune,Laptop Pro,1,50000,50000
1480,2027-01-19,3204,Bangalore,Printer Max,4,12000,48000
1481,2027-01-20,3597,Chennai,Monitor Ultra,3,20000,60000
1482,2027-01-21,4512,Delhi,Office Chair,1,7500,7500
1483,2027-01-22,2120,Bangalore,Monitor Ultra,2,20000,40000
1484,2027-01-23,4068,Chennai,Monitor Ultra,5,20000,100000
1485,2027-01-24,4044,Bangalore,Headphones Z,1,3000,3000
1486,2027-01-25,4482,Bangalore,Keyboard K,1,1500,1500
1487,2027-01-26,1950,Pune,Headphones Z,2,3000,6000
1488,2027-01-27,3336,Pune,Laptop Pro,4,50000,200000
1489,2027-01-28,2277,Chennai,Smartphone X,2,25000,50000
1490,2027-01-29,3243,Chennai,Tablet Plus,1,15000,15000
1491,2027-01-30,3645,Mumbai,Mouse M,4,1000,4000
1492,2027-01-31,2857,Bangalore,Smartphone X,3,25000,75000
1493,2027-02-01,4593,Hyderabad,Tablet Plus,1,15000,15000
1494,2027-02-02,1516,Bangalore,Laptop Pro,2,50000,100000
1495,2027-02-03,2658,Bangalore,Laptop Pro,3,50000,150000
1496,2027-02-04,2865,Chennai,Printer Max,5,12000,60000
1497,2027-02-05,3912,Bangalore,Mouse M,3,1000,3000
1498,2027-02-06,2141,Kolkata,Keyboard K,2,1500,3000
1499,2027-02-07,3853,Bangalore,Monitor Ultra,3,20000,60000
1500,2027-02-08,2932,Kolkata,Headphones Z,2,3000,6000
1501,2027-02-09,4230,Pune,Headphones Z,1,3000,3000
1502,2027-02-10,1814,Hyderabad,Laptop Pro,4,50000,200000
1503,2027-02-11,3275,Chennai,Headphones Z,5,3000,15000
1504,2027-02-12,2900,Bangalore,Laptop Pro,4,50000,200000
1505,2027-02-13,3263,Kolkata,Monitor Ultra,4,20000,80000
1506,2027-02-14,3995,Kolkata,Laptop Pro,4,50000,200000
1507,2027-02-15,4767,Pune,Printer Max,2,12000,24000
1508,2027-02-16,3062,Kolkata,Keyboard K,2,1500,3000
1509,2027-02-17,4228,Delhi,Smartwatch Q,5,8000,40000
1510,2027-02-18,4719,Mumbai,Office Chair,2,7500,15000
1511,2027-02-19,4332,Hyderabad,Keyboard K,2,1500,3000
1512,2027-02-20,4228,Pune,Keyboard K,2,1500,3000
1513,2027-02-21,3094,Pune,Smartphone X,2,25000,50000
1514,2027-02-22,3371,Bangalore,Mouse M,1,1000,1000
1515,2027-02-23,3891,Delhi,Mouse M,5,1000,5000
1516,2027-02-24,4756,Bangalore,Tablet Plus,2,15000,30000
1517,2027-02-25,1129,Bangalore,Office Chair,5,7500,37500
1518,2027-02-26,4482,Chennai,Monitor Ultra,3,20000,60000
1519,2027-02-27,1094,Chennai,Smartwatch Q,1,8000,8000
1520,2027-02-28,3674,Chennai,Smartwatch Q,2,8000,16000
1521,2027-03-01,3802,Delhi,Mouse M,1,1000,1000
1522,2027-03-02,2955,Bangalore,Keyboard K,1,1500,1500
1523,2027-03-03,4363,Mumbai,Printer Max,3,12000,36000
1524,2027-03-04,1793,Hyderabad,Tablet Plus,5,15000,75000
1525,2027-03-05,2834,Chennai,Laptop Pro,1,50000,50000
1526,2027-03-06,4354,Chennai,Tablet Plus,4,15000,60000
1527,2027-03-07,3116,Pune,Smartphone X,3,25000,75000
1528,2027-03-08,2683,Bangalore,Tablet Plus,4,15000,60000
1529,2027-03-09,1010,Bangalore,Keyboard K,3,1500,4500
1530,2027-03-10,4325,Delhi,Monitor Ultra,4,20000,80000
1531,2027-03-11,2865,Delhi,Keyboard K,4,1500,6000
1532,2027-03-12,3919,Chennai,Mouse M,1,1000,1000
1533,2027-03-13,3597,Bangalore,Monitor Ultra,1,20000,20000
1534,2027-03-14,4205,Mumbai,Headphones Z,3,3000,9000
1535,2027-03-15,1711,Hyderabad,Monitor Ultra,5,20000,100000
1536,2027-03-16,3070,Bangalore,Tablet Plus,1,15000,15000
1537,2027-03-17,1814,Pune,Tablet Plus,1,15000,15000
1538,2027-03-18,1345,Bangalore,Tablet Plus,2,15000,30000
1539,2027-03-19,3349,Kolkata,Headphones Z,1,3000,3000
1540,2027-03-20,1362,Delhi,Mouse M,5,1000,5000
1541,2027-03-21,3443,Pune,Laptop Pro,2,50000,100000
1542,2027-03-22,3265,Hyderabad,Office Chair,4,7500,30000
1543,2027-03-23,3188,Chennai,Mouse M,4,1000,4000
1544,2027-03-24,4687,Pune,Tablet Plus,2,15000,30000
1545,2027-03-25,4005,Bangalore,Mouse M,2,1000,2000
1546,2027-03-26,4281,Chennai,Smartphone X,2,25000,50000
1547,2027-03-27,1984,Bangalore,Smartwatch Q,3,8000,24000
1548,2027-03-28,4040,Chennai,Smartwatch Q,5,8000,40000
1549,2027-03-29,4694,Hyderabad,Office Chair,5,7500,37500
1550,2027-03-30,2639,Delhi,Office Chair,4,7500,30000
1551,2027-03-31,1827,Hyderabad,Laptop Pro,4,50000,200000
1552,2027-04-01,3730,Kolkata,Smartphone X,4,25000,100000
1553,2027-04-02,4531,Mumbai,Keyboard K,1,1500,1500
1554,2027-04-03,4051,Delhi,Mouse M,4,1000,4000
1555,2027-04-04,1355,Hyderabad,Monitor Ultra,2,20000,40000
1556,2027-04-05,4055,Kolkata,Monitor Ultra,4,20000,80000
1557,2027-04-06,2347,Mumbai,Keyboard K,2,1500,3000
1558,2027-04-07,4204,Kolkata,Smartwatch Q,3,8000,24000
1559,2027-04-08,3935,Bangalore,Keyboard K,1,1500,1500
1560,2027-04-09,4876,Bangalore,Mouse M,1,1000,1000
1561,2027-04-10,2863,Chennai,Smartphone X,5,25000,125000
1562,2027-04-11,1126,Delhi,Tablet Plus,3,15000,45000
1563,2027-04-12,4177,Bangalore,Headphones Z,2,3000,6000
1564,2027-04-13,4056,Pune,Tablet Plus,3,15000,45000
1565,2027-04-14,1603,Kolkata,Headphones Z,1,3000,3000
1566,2027-04-15,4870,Delhi,Monitor Ultra,2,20000,40000
1567,2027-04-16,4449,Pune,Office Chair,3,7500,22500
1568,2027-04-17,2928,Bangalore,Mouse M,1,1000,1000
1569,2027-04-18,2013,Chennai,Tablet Plus,2,15000,30000
1570,2027-04-19,1050,Hyderabad,Keyboard K,2,1500,3000
1571,2027-04-20,4100,Chennai,Smartphone X,1,25000,25000
1572,2027-04-21,4533,Pune,Smartphone X,2,25000,50000
1573,2027-04-22,4367,Mumbai,Smartwatch Q,1,8000,8000
1574,2027-04-23,4368,Bangalore,Smartphone X,4,25000,100000
1575,2027-04-24,4797,Pune,Smartphone X,4,25000,100000
1576,2027-04-25,3826,Mumbai,Office Chair,2,7500,15000
1577,2027-04-26,2430,Mumbai,Keyboard K,2,1500,3000
1578,2027-04-27,2792,Kolkata,Monitor Ultra,1,20000,20000
1579,2027-04-28,3861,Delhi,Smartphone X,2,25000,50000
1580,2027-04-29,2636,Kolkata,Monitor Ultra,5,20000,100000
1581,2027-04-30,4476,Bangalore,Office Chair,4,7500,30000
1582,2027-05-01,4417,Mumbai,Smartphone X,2,25000,50000
1583,2027-05-02,2645,Pune,Mouse M,2,1000,2000
1584,2027-05-03,3467,Hyderabad,Smartwatch Q,3,8000,24000
1585,2027-05-04,2205,Mumbai,Tablet Plus,2,15000,30000
1586,2027-05-05,4030,Pune,Mouse M,5,1000,5000
1587,2027-05-06,3872,Hyderabad,Printer Max,4,12000,48000
1588,2027-05-07,4072,Kolkata,Laptop Pro,3,50000,150000
1589,2027-05-08,2854,Kolkata,Smartphone X,1,25000,25000
1590,2027-05-09,1566,Delhi,Monitor Ultra,1,20000,20000
1591,2027-05-10,3418,Pune,Laptop Pro,4,50000,200000
1592,2027-05-11,1935,Mumbai,Headphones Z,1,3000,3000
1593,2027-05-12,2934,Chennai,Smartphone X,5,25000,125000
1594,2027-05-13,3708,Kolkata,Printer Max,2,12000,24000
1595,2027-05-14,4502,Kolkata,Office Chair,4,7500,30000
1596,2027-05-15,4016,Delhi,Smartwatch Q,3,8000,24000
1597,2027-05-16,2332,Hyderabad,Printer Max,2,12000,24000
1598,2027-05-17,4208,Delhi,Monitor Ultra,1,20000,20000
1599,2027-05-18,1201,Mumbai,Office Chair,1,7500,7500
1600,2027-05-19,4507,Pune,Tablet Plus,3,15000,45000
1601,2027-05-20,3360,Bangalore,Office Chair,5,7500,37500
1602,2027-05-21,1116,Bangalore,Smartphone X,3,25000,75000
1603,2027-05-22,4737,Pune,Laptop Pro,4,50000,200000
1604,2027-05-23,1936,Hyderabad,Laptop Pro,3,50000,150000
1605,2027-05-24,4874,Kolkata,Monitor Ultra,1,20000,20000
1606,2027-05-25,1574,Hyderabad,Office Chair,5,7500,37500
1607,2027-05-26,3291,Kolkata,Printer Max,5,12000,60000
1608,2027-05-27,1536,Kolkata,Monitor Ultra,3,20000,60000
1609,2027-05-28,2625,Bangalore,Smartwatch Q,4,8000,32000
1610,2027-05-29,3122,Hyderabad,Monitor Ultra,1,20000,20000
1611,2027-05-30,4877,Delhi,Monitor Ultra,2,20000,40000
1612,2027-05-31,1385,Kolkata,Tablet Plus,5,15000,75000
1613,2027-06-01,4974,Chennai,Mouse M,3,1000,3000
1614,2027-06-02,4281,Chennai,Smartphone X,4,25000,100000
1615,2027-06-03,1474,Delhi,Tablet Plus,4,15000,60000
1616,2027-06-04,1417,Chennai,Laptop Pro,1,50000,50000
1617,2027-06-05,3394,Mumbai,Laptop Pro,5,50000,250000
1618,2027-06-06,4600,Kolkata,Headphones Z,1,3000,3000
1619,2027-06-07,3687,Delhi,Headphones Z,2,3000,6000
1620,2027-06-08,1938,Hyderabad,Printer Max,2,12000,24000
1621,2027-06-09,1954,Kolkata,Laptop Pro,2,50000,100000
1622,2027-06-10,1875,Delhi,Mouse M,4,1000,4000
1623,2027-06-11,1762,Bangalore,Tablet Plus,5,15000,75000
1624,2027-06-12,2202,Hyderabad,Smartwatch Q,1,8000,8000
1625,2027-06-13,2205,Bangalore,Mouse M,1,1000,1000
1626,2027-06-14,1663,Kolkata,Headphones Z,2,3000,6000
1627,2027-06-15,1024,Hyderabad,Office Chair,5,7500,37500
1628,2027-06-16,2990,Chennai,Mouse M,5,1000,5000
1629,2027-06-17,2203,Delhi,Mouse M,3,1000,3000
1630,2027-06-18,1709,Kolkata,Mouse M,5,1000,5000
1631,2027-06-19,4572,Mumbai,Mouse M,5,1000,5000
1632,2027-06-20,2879,Hyderabad,Mouse M,1,1000,1000
1633,2027-06-21,2184,Hyderabad,Headphones Z,5,3000,15000
1634,2027-06-22,3224,Pune,Laptop Pro,5,50000,250000
1635,2027-06-23,1284,Kolkata,Monitor Ultra,1,20000,20000
1636,2027-06-24,1062,Kolkata,Mouse M,5,1000,5000
1637,2027-06-25,2002,Bangalore,Mouse M,1,1000,1000
1638,2027-06-26,1661,Pune,Smartphone X,3,25000,75000
1639,2027-06-27,3713,Chennai,Laptop Pro,4,50000,200000
1640,2027-06-28,3203,Bangalore,Monitor Ultra,1,20000,20000
1641,2027-06-29,4953,Pune,Smartwatch Q,1,8000,8000
1642,2027-06-30,2492,Bangalore,Smartwatch Q,5,8000,40000
1643,2027-07-01,4120,Chennai,Office Chair,1,7500,7500
1644,2027-07-02,1966,Pune,Keyboard K,2,1500,3000
1645,2027-07-03,1848,Pune,Tablet Plus,2,15000,30000
1646,2027-07-04,2107,Mumbai,Smartphone X,3,25000,75000
1647,2027-07-05,4432,Bangalore,Laptop Pro,1,50000,50000
1648,2027-07-06,1688,Bangalore,Laptop Pro,5,50000,250000
1649,2027-07-07,1147,Hyderabad,Keyboard K,5,1500,7500
1650,2027-07-08,4701,Chennai,Office Chair,4,7500,30000
1651,2027-07-09,1341,Delhi,Printer Max,3,12000,36000
1652,2027-07-10,3523,Mumbai,Headphones Z,5,3000,15000
1653,2027-07-11,2086,Pune,Office Chair,4,7500,30000
1654,2027-07-12,2724,Pune,Monitor Ultra,5,20000,100000
1655,2027-07-13,2383,Pune,Office Chair,4,7500,30000
1656,2027-07-14,3608,Mumbai,Keyboard K,2,1500,3000
1657,2027-07-15,1326,Pune,Keyboard K,2,1500,3000
1658,2027-07-16,2792,Pune,Tablet Plus,5,15000,75000
1659,2027-07-17,2759,Chennai,Smartphone X,3,25000,75000
1660,2027-07-18,4212,Kolkata,Mouse M,1,1000,1000
1661,2027-07-19,1989,Kolkata,Smartwatch Q,3,8000,24000
1662,2027-07-20,3262,Hyderabad,Keyboard K,3,1500,4500
1663,2027-07-21,3482,Hyderabad,Tablet Plus,1,15000,15000
1664,2027-07-22,4962,Pune,Headphones Z,2,3000,6000
1665,2027-07-23,1951,Chennai,Smartwatch Q,2,8000,16000
1666,2027-07-24,1722,Pune,Printer Max,1,12000,12000
1667,2027-07-25,4389,Hyderabad,Laptop Pro,4,50000,200000
1668,2027-07-26,3079,Mumbai,Headphones Z,3,3000,9000
1669,2027-07-27,3717,Mumbai,Printer Max,5,12000,60000
1670,2027-07-28,3332,Delhi,Smartwatch Q,2,8000,16000
1671,2027-07-29,4376,Kolkata,Headphones Z,5,3000,15000
1672,2027-07-30,1428,Chennai,Tablet Plus,1,15000,15000
1673,2027-07-31,2500,Bangalore,Printer Max,5,12000,60000
1674,2027-08-01,1285,Kolkata,Laptop Pro,5,50000,250000
1675,2027-08-02,4215,Bangalore,Mouse M,3,1000,3000
1676,2027-08-03,4495,Delhi,Tablet Plus,1,15000,15000
1677,2027-08-04,4090,Delhi,Monitor Ultra,5,20000,100000
1678,2027-08-05,3065,Pune,Laptop Pro,2,50000,100000
1679,2027-08-06,1768,Hyderabad,Smartphone X,1,25000,25000
1680,2027-08-07,3637,Delhi,Office Chair,2,7500,15000
1681,2027-08-08,2394,Delhi,Smartphone X,4,25000,100000
1682,2027-08-09,4246,Bangalore,Keyboard K,5,1500,7500
1683,2027-08-10,4057,Hyderabad,Mouse M,1,1000,1000
1684,2027-08-11,1193,Delhi,Monitor Ultra,2,20000,40000
1685,2027-08-12,3549,Kolkata,Monitor Ultra,5,20000,100000
1686,2027-08-13,1987,Delhi,Office Chair,3,7500,22500
1687,2027-08-14,2136,Hyderabad,Printer Max,2,12000,24000
1688,2027-08-15,3161,Pune,Office Chair,2,7500,15000
1689,2027-08-16,4293,Chennai,Keyboard K,4,1500,6000
1690,2027-08-17,2701,Hyderabad,Smartphone X,3,25000,75000
1691,2027-08-18,1946,Bangalore,Monitor Ultra,4,20000,80000
1692,2027-08-19,1830,Chennai,Smartphone X,3,25000,75000
1693,2027-08-20,4715,Kolkata,Laptop Pro,2,50000,100000
1694,2027-08-21,2920,Mumbai,Mouse M,4,1000,4000
1695,2027-08-22,4335,Hyderabad,Headphones Z,5,3000,15000
1696,2027-08-23,3972,Pune,Keyboard K,3,1500,4500
1697,2027-08-24,1054,Bangalore,Headphones Z,2,3000,6000
1698,2027-08-25,4942,Kolkata,Keyboard K,1,1500,1500
1699,2027-08-26,4714,Chennai,Smartwatch Q,3,8000,24000
1700,2027-08-27,1799,Kolkata,Mouse M,3,1000,3000
1701,2027-08-28,1777,Hyderabad,Laptop Pro,5,50000,250000
1702,2027-08-29,2481,Delhi,Mouse M,3,1000,3000
1703,2027-08-30,2901,Pune,Printer Max,3,12000,36000
1704,2027-08-31,3209,Hyderabad,Keyboard K,5,1500,7500
1705,2027-09-01,4451,Mumbai,Headphones Z,5,3000,15000
1706,2027-09-02,3134,Hyderabad,Keyboard K,4,1500,6000
1707,2027-09-03,1054,Chennai,Printer Max,2,12000,24000
1708,2027-09-04,4547,Chennai,Keyboard K,2,1500,3000
1709,2027-09-05,2823,Hyderabad,Mouse M,4,1000,4000
1710,2027-09-06,2201,Chennai,Tablet Plus,2,15000,30000
1711,2027-09-07,4462,Delhi,Keyboard K,3,1500,4500
1712,2027-09-08,4420,Kolkata,Smartwatch Q,4,8000,32000
1713,2027-09-09,4079,Hyderabad,Smartwatch Q,4,8000,32000
1714,2027-09-10,1832,Pune,Monitor Ultra,2,20000,40000
1715,2027-09-11,1312,Delhi,Smartwatch Q,1,8000,8000
1716,2027-09-12,3806,Kolkata,Keyboard K,2,1500,3000
1717,2027-09-13,2858,Pune,Keyboard K,1,1500,1500
1718,2027-09-14,3007,Pune,Tablet Plus,4,15000,60000
1719,2027-09-15,3006,Pune,Smartwatch Q,1,8000,8000
1720,2027-09-16,3490,Kolkata,Smartphone X,3,25000,75000
1721,2027-09-17,2790,Delhi,Keyboard K,5,1500,7500
1722,2027-09-18,1327,Pune,Laptop Pro,1,50000,50000
1723,2027-09-19,4125,Pune,Laptop Pro,5,50000,250000
1724,2027-09-20,3808,Bangalore,Headphones Z,3,3000,9000
1725,2027-09-21,4310,Hyderabad,Tablet Plus,5,15000,75000
1726,2027-09-22,4300,Kolkata,Printer Max,3,12000,36000
1727,2027-09-23,3626,Kolkata,Smartphone X,5,25000,125000
1728,2027-09-24,4122,Chennai,Keyboard K,5,1500,7500
1729,2027-09-25,4680,Kolkata,Mouse M,2,1000,2000
1730,2027-09-26,4675,Delhi,Office Chair,1,7500,7500
1731,2027-09-27,4054,Kolkata,Office Chair,5,7500,37500
1732,2027-09-28,2287,Bangalore,Printer Max,4,12000,48000
1733,2027-09-29,4489,Hyderabad,Monitor Ultra,2,20000,40000
1734,2027-09-30,4874,Hyderabad,Mouse M,1,1000,1000
1735,2027-10-01,3143,Kolkata,Office Chair,2,7500,15000
1736,2027-10-02,2111,Pune,Printer Max,1,12000,12000
1737,2027-10-03,4149,Mumbai,Office Chair,3,7500,22500
1738,2027-10-04,2311,Mumbai,Tablet Plus,5,15000,75000
1739,2027-10-05,4191,Pune,Headphones Z,4,3000,12000
1740,2027-10-06,3861,Pune,Monitor Ultra,2,20000,40000
1741,2027-10-07,3538,Pune,Tablet Plus,2,15000,30000
1742,2027-10-08,4983,Delhi,Mouse M,2,1000,2000
1743,2027-10-09,1451,Mumbai,Printer Max,2,12000,24000
1744,2027-10-10,2523,Pune,Smartphone X,5,25000,125000
1745,2027-10-11,1164,Delhi,Mouse M,1,1000,1000
1746,2027-10-12,1181,Chennai,Mouse M,5,1000,5000
1747,2027-10-13,3516,Delhi,Smartwatch Q,3,8000,24000
1748,2027-10-14,1909,Mumbai,Smartphone X,5,25000,125000
1749,2027-10-15,3782,Kolkata,Laptop Pro,5,50000,250000
1750,2027-10-16,1822,Chennai,Smartwatch Q,3,8000,24000
1751,2027-10-17,1943,Mumbai,Printer Max,5,12000,60000
1752,2027-10-18,3001,Delhi,Laptop Pro,1,50000,50000
1753,2027-10-19,3054,Bangalore,Office Chair,4,7500,30000
1754,2027-10-20,1329,Hyderabad,Office Chair,3,7500,22500
1755,2027-10-21,1774,Mumbai,Mouse M,2,1000,2000
1756,2027-10-22,4744,Pune,Smartwatch Q,1,8000,8000
1757,2027-10-23,3198,Delhi,Keyboard K,4,1500,6000
1758,2027-10-24,4156,Pune,Smartphone X,1,25000,25000
1759,2027-10-25,1146,Pune,Laptop Pro,1,50000,50000
1760,2027-10-26,4695,Pune,Smartphone X,2,25000,50000
1761,2027-10-27,4452,Pune,Smartwatch Q,4,8000,32000
1762,2027-10-28,1914,Pune,Mouse M,1,1000,1000
1763,2027-10-29,2571,Chennai,Tablet Plus,2,15000,30000
1764,2027-10-30,2308,Mumbai,Office Chair,3,7500,22500
1765,2027-10-31,3747,Mumbai,Laptop Pro,2,50000,100000
1766,2027-11-01,1081,Hyderabad,Laptop Pro,5,50000,250000
1767,2027-11-02,1513,Delhi,Printer Max,2,12000,24000
1768,2027-11-03,2920,Bangalore,Laptop Pro,2,50000,100000
1769,2027-11-04,3862,Chennai,Smartwatch Q,2,8000,16000
1770,2027-11-05,3756,Delhi,Laptop Pro,1,50000,50000
1771,2027-11-06,2939,Chennai,Laptop Pro,4,50000,200000
1772,2027-11-07,4594,Mumbai,Smartphone X,2,25000,50000
1773,2027-11-08,1745,Pune,Mouse M,2,1000,2000
1774,2027-11-09,4070,Hyderabad,Headphones Z,5,3000,15000
1775,2027-11-10,2409,Hyderabad,Laptop Pro,5,50000,250000
1776,2027-11-11,1706,Kolkata,Keyboard K,3,1500,4500
1777,2027-11-12,1470,Bangalore,Mouse M,3,1000,3000
1778,2027-11-13,4190,Hyderabad,Monitor Ultra,5,20000,100000
1779,2027-11-14,1395,Pune,Printer Max,4,12000,48000
1780,2027-11-15,2555,Mumbai,Smartphone X,3,25000,75000
1781,2027-11-16,3308,Bangalore,Printer Max,4,12000,48000
1782,2027-11-17,1804,Delhi,Tablet Plus,5,15000,75000
1783,2027-11-18,1933,Pune,Laptop Pro,3,50000,150000
1784,2027-11-19,2279,Pune,Office Chair,2,7500,15000
1785,2027-11-20,2757,Hyderabad,Keyboard K,5,1500,7500
1786,2027-11-21,1904,Bangalore,Smartphone X,3,25000,75000
1787,2027-11-22,4297,Mumbai,Printer Max,4,12000,48000
1788,2027-11-23,2076,Kolkata,Laptop Pro,4,50000,200000
1789,2027-11-24,3987,Chennai,Office Chair,3,7500,22500
1790,2027-11-25,2890,Chennai,Office Chair,4,7500,30000
